geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,tz_offset_min,metro_tier,slug,bbox_wkt
3463030,Foz do Iguaçu,Foz do Iguacu,"Fos do Iguasu,Fos-du-Iguasu,Foz de Iguassu,Foz de Iguazu,Foz do Iguacu,Foz do Iguassu,Foz do Iguassú,Foz do Iguasu,Foz do Iguaçu,IGU,Iguassu,Iguassú,fwz dw ayghwasw,fwz dw lwachw,phoja do iguraaku,poseudu-iguasu,yi gua su,Фоз до Игуасу,Фос до Игуасу,Фос-ду-Іґуасу,Фос-ду-Игуасу,פאס דו איגוואסו,פוז דו איגואסו,فوز دو إيغواسو,فوز دو لوآچو,ফোজ ডো ইগুৱাকু,フォス・ド・イグアス,伊瓜苏,포스두이구아수",-25.54778,-54.58806,P,PPLA2,BR,,18,4108304,,,258248,,179,America/Sao_Paulo,2023-02-21,-180,4,foz-do-iguacu-br,"POLYGON((-54.83697524278578 -25.773005225225226, -54.339144757214214 -25.773005225225226, -54.339144757214214 -25.322554774774773, -54.83697524278578 -25.322554774774773, -54.83697524278578 -25.773005225225226))"
5110629,Buffalo,Buffalo,"BUF,Bafalas,Bafalo,Baffalo,Bufala,Bufalo,Bufalum,Buffalo,Buffalo i New York,Bupalo,Búfalo,De-o-tro-weh,De-ose-lole,Ne-o-thro-ra,New Amsterdam,Tick-e-ack-gou-ga,Tsistekeriia'kon:ke,Tsistekeriia'kón:ke,bafelo,baffalo,baffaro,baphalo,baphelo,beopeollo,bfylw  nyw yark,bupalo,bwfalw,bwfalw  nywywrk,bwfylw,pahpalo,shui niu cheng,Μπάφαλο,Бафало,Баффало,Буфала,Буфало,Буффало,Бъфало,Բուֆֆալո,באפאלא,באפלו,بفیلو، نیو یارک,بوفالو,بوفالو، نیویورک,بوفیلو,बफ़ेलो,बफेलो,பஃபலோ,బఫెలో,ಬಫಲೋ,บัฟฟาโล,ბუფალო,バッファロー,水牛城,버펄로",42.88645,-78.87837,P,PPLA2,US,,NY,029,11000,,258071,183.0,191,America/New_York,2019-09-05,-240,4,buffalo-us,"POLYGON((-79.1848755405879 42.66122477477478, -78.57186445941211 42.66122477477478, -78.57186445941211 43.11167522522523, -79.1848755405879 43.11167522522523, -79.1848755405879 42.66122477477478))"
3164527,Verona,Verona,"VRN,Verona,Verone,Vérone,Werona,belona,fyrwna,verona,vuerona,wei luo na,wrwna,wrwnh,Верона,ורונה,فيرونا,ورونا,वेरोना,ヴェローナ,维罗纳,베로나",45.43854,10.9938,P,PPLA2,IT,,20,VR,023091,,258031,59.0,71,Europe/Rome,2024-11-09,120,4,verona-it,"POLYGON((10.67373995819992 45.21331477477478, 11.31386004180008 45.21331477477478, 11.31386004180008 45.66376522522523, 10.67373995819992 45.66376522522523, 10.67373995819992 45.21331477477478))"
3836564,San Salvador de Jujuy,San Salvador de Jujuy,"JUJ,Jujuy,Khukhuj,San Sal'vador de Khukhuj,San Sal'vador de Zhuzhuj,San Salvador de Chuchujus,San Salvador de Jujuy,San Salvador de Khukhuj,San Salvador de Xuxuy,San-Sal'vador-de-Zhuzhuj,San-Sal'vador-deh-Zhuzhuj,Sanctus Salvator Soteriae,san salwadwr dh khwkhwyy,san salwadwr dl khwkhwyy,san slfadwr dy khwkhwy,san-salvador-de-khukhui,sansalbadoleudehuhu-i,sheng sa er wa duo-de hu hu yi,sn slbdwr dh hwhwy,Сан Салвадор де Хухуй,Сан Салвадор де Хухуј,Сан Сальвадор де Жужуй,Сан Сальвадор де Хухуй,Сан-Сальвадор-де-Жужуй,Сан-Сальвадор-дэ-Жужуй,Хухуй,Սան Սալվադոր դե Խուխույ,סן סלבדור דה חוחוי,سان سالوادور دل خوخوئی,سان سالوادور ده خوخوئی,سان سلفادور دي خوخوي,سان سلوادور دی جوجوئے,სან-სალვადორ-დე-ხუხუი,サン・サルバドール・デ・フフイ,圣萨尔瓦多-德胡胡伊,산살바도르데후후이",-24.1928,-65.29342,P,PPLA,AR,,10,38021,,,257970,,1217,America/Argentina/Jujuy,2025-04-15,-180,4,san-salvador-de-jujuy-ar,"POLYGON((-65.53962125037286 -24.418025225225225, -65.04721874962713 -24.418025225225225, -65.04721874962713 -23.96757477477477, -65.53962125037286 -23.96757477477477, -65.53962125037286 -24.418025225225225))"
4464368,Durham,Durham,"Daram,Darehm,Darem,Daremas,Duram,Durham,Durhamsville,RDU,daramu,de han,deoleom,dwrham,dyurema,Дарам,Дарем,Дарэм,Дърам,דרהאם,دورهام,ڈرہم، شمالی کیرولائنا,ड्युरॅम,เดอแรม,ダーラム,德罕,더럼",35.99403,-78.89862,P,PPLA2,US,,NC,063,90932,,257636,123.0,121,America/New_York,2019-09-05,-240,4,durham-us,"POLYGON((-79.17619240776895 35.76880477477478, -78.62104759223104 35.76880477477478, -78.62104759223104 36.219255225225226, -79.17619240776895 36.219255225225226, -79.17619240776895 35.76880477477478))"
4005775,Gómez Palacio,Gomez Palacio,"Gomez Palacio,Gómez Palacio",25.56985,-103.49588,P,PPLA2,MX,,10,007,,,257352,,1135,America/Monterrey,2020-06-10,-360,4,gomez-palacio-mx,"POLYGON((-103.74484110063185 25.344624774774772, -103.24691889936815 25.344624774774772, -103.24691889936815 25.795075225225226, -103.74484110063185 25.795075225225226, -103.74484110063185 25.344624774774772))"
3466779,Cascavel,Cascavel,"CAC,Cascavel,Kaskavel,Kaskavelas,Krotalias,Naer-ourouler,Serpentes tintinnabulati,Tłʼiish áníní,Ular derik,bang-ulbaem,ka si ka wei er,kasakabhela,mar zngy,ngu hang krading,Κροταλίας,Каскавел,עכסנים,الأفعى ذات الجرس,مار زنگی,কাসকাভেল,র‌্যাটল সাপ,റാറ്റിൽസ്നേക്,งูหางกระดิ่ง,卡斯卡韋爾,방울뱀",-24.95583,-53.45528,P,PPL,BR,,18,4104808,,,257172,,786,America/Sao_Paulo,2012-08-03,-180,4,cascavel-br,"POLYGON((-53.702985206728584 -25.181055225225226, -53.20757479327142 -25.181055225225226, -53.20757479327142 -24.730604774774772, -53.702985206728584 -24.730604774774772, -53.702985206728584 -25.181055225225226))"
4171563,St. Petersburg,St. Petersburg,"SPG,Saint Pete,Saint Petersburg,St. Petersburg",27.77086,-82.67927,P,PPL,US,,FL,103,,,257083,13.0,16,America/New_York,2024-01-16,-240,4,st-petersburg-us,"POLYGON((-82.93308239819602 27.545634774774772, -82.42545760180398 27.545634774774772, -82.42545760180398 27.996085225225226, -82.93308239819602 27.996085225225226, -82.93308239819602 27.545634774774772))"
3120619,L'Hospitalet de Llobregat,L'Hospitalet de Llobregat,"Hospitalet de Llobregat,Ospitalet-de-L'obregat,l'Hospitalet,l'Hospitalet de Llobregat,Оспиталет-де-Льобрегат",41.35967,2.10028,P,PPL,ES,,56,B,08101,,257038,,18,Europe/Madrid,2023-02-19,120,4,lhospitalet-de-llobregat-es,"POLYGON((1.801072882509449 41.13444477477478, 2.399487117490551 41.13444477477478, 2.399487117490551 41.584895225225225, 1.801072882509449 41.584895225225225, 1.801072882509449 41.13444477477478))"
3099424,Gdynia,Gdynia,"Civitas Gdinensis,Gdina,Gdingen,Gdinio,Gdiniô,Gdinja,Gdinya,Gdiņa,Gdyna,Gdyne,Gdynia,Gdynja,Gdynė,Gdyně,Gdyńa,Gdyňa,Gotenhafen,Gothenhafen,Kak-ten-ni-a,Kak-tên-nì-â,Nkntinia,QYD,gdinia,gdnya,gdynyh,ge ding ni ya,geudinia,ghdynya,gudinya,Γκντίνια,Гдиня,Гдиња,Гдыня,Գդինյա,גדיניה,غدينيا,گدنیا,გდინია,グディニャ,格丁尼亚,그디니아",54.51889,18.53188,P,PPL,PL,,82,2262,226201,,257000,,14,Europe/Warsaw,2025-04-08,120,4,gdynia-pl,"POLYGON((18.144966769525674 54.293664774774776, 18.91879323047433 54.293664774774776, 18.91879323047433 54.74411522522522, 18.144966769525674 54.74411522522522, 18.144966769525674 54.293664774774776))"
5359777,Irvine,Irvine,"rvajn,Ervajn,Irvajn,Irvin,Irvinas,Irvine,abain,arfayn,arwayn,arwayn  kalyfrnya,eobain,er wan,ou wen,Ервайн,Ервајн,Ирвайн,Ирвин,Ървайн,אירוויין,إرفاين,اروائن,ارواین، کالیفرنیا,アーバイン,歐文,爾灣,어바인",33.66946,-117.82311,P,PPL,US,,CA,059,,,256927,17.0,22,America/Los_Angeles,2017-03-09,-420,4,irvine-us,"POLYGON((-118.09295423124914 33.44423477477478, -117.55326576875086 33.44423477477478, -117.55326576875086 33.894685225225224, -118.09295423124914 33.894685225225224, -118.09295423124914 33.44423477477478))"
5992996,Kitchener,Kitchener,"Ebytown,Kiceneris,Kicenero,Kichener,Kitchehner,Kitchener,Kiĉenero,Kičeneris,Town of Berlin,ji qin na,kchnr,khitche nex r,kichineo,kitchina,kychnr,kytshnr,qyznr,Китченер,Киченер,Кітчэнер,Кіченер,קיצנר,كيتشنر,کچنر,کیچنر,คิตเชเนอร์,კიტჩენერი,キッチナー,基秦拿,키치너",43.42537,-80.5112,P,PPLA2,CA,,08,3530,,,256885,,336,America/Toronto,2022-08-24,-240,4,kitchener-ca,"POLYGON((-80.82042064950102 43.20014477477478, -80.20197935049899 43.20014477477478, -80.20197935049899 43.650595225225224, -80.82042064950102 43.650595225225224, -80.82042064950102 43.20014477477478))"
660158,Espoo,Espoo,"Ehspoo,Esbo,Espo,Espoo,ai si bo,esupo,Έσποο,Еспо,Еспоо,Эспоо,ესპოო,エスポー,埃斯波",60.2052,24.6522,P,PPLA3,FI,,01,011,049,,256760,,16,Europe/Helsinki,2024-11-26,180,4,espoo-fi,"POLYGON((24.20023791150983 59.979974774774774, 25.10416208849017 59.979974774774774, 25.10416208849017 60.43042522522522, 24.20023791150983 60.43042522522522, 24.20023791150983 59.979974774774774))"
6544489,Latina,Latina,"Distrito Latina,Latina,Latina distritu,latyna,ratina,Լատինա,لاتینا,ラティーナ",40.38897,-3.74569,P,PPLX,ES,,29,M,28079,10,256644,,652,Europe/Madrid,2017-05-26,120,4,latina-es,"POLYGON((-4.0405418901548895 40.16374477477478, -3.4508381098451104 40.16374477477478, -3.4508381098451104 40.614195225225224, -4.0405418901548895 40.614195225225224, -4.0405418901548895 40.16374477477478))"
3997479,Los Mochis,Los Mochis,"LMM,Los Mochis,Los-Mochis,Mochis,los-mochisi,loseumochiseu,luo si mo qi si,lws mwchys,lws mwzys,rosumochisu,Лос Мочис,Лос-Мочис,לוס מוציס,لوس موچیس,ლოს-მოჩისი,ロスモチス,洛斯莫奇斯,로스모치스",25.79302,-108.99808,P,PPLA2,MX,,25,001,,,256613,,14,America/Mazatlan,2018-11-03,-420,4,los-mochis-mx,"POLYGON((-109.24750784432302 25.56779477477477, -108.74865215567698 25.56779477477477, -108.74865215567698 26.018245225225225, -109.24750784432302 26.018245225225225, -109.24750784432302 25.56779477477477))"
2051523,Bratsk,Bratsk,"BTK,Brack,Brats'k,Bratsk,Bratska,Bratskas,beulacheukeu,bratsk,bu la ci ke,buratsuku,Братск,Братськ,Брацк,براتسك,براتسک,ブラーツク,布拉茨克,브라츠크",56.1325,101.61417,P,PPLA2,RU,,20,11749372,,,256600,,443,Asia/Irkutsk,2022-10-08,480,4,bratsk-ru,"POLYGON((101.2111766623909 55.90727477477478, 102.0171633376091 55.90727477477478, 102.0171633376091 56.357725225225224, 101.2111766623909 56.357725225225224, 101.2111766623909 55.90727477477478))"
3522210,Pachuca de Soto,Pachuca de Soto,"Pachuca,Pachuca de Soto,Pachuka,Pachuka de Soto,Pachuka-de-Soto,Pachyohcan Soto,Pachyohcān Soto,Pacuka,Pasuca Sotoensis,Pačuka,pa qiu ka,pachuka,pachwka. aydalgw,Пачука,Пачука де Сото,Пачука-де-Сото,پاچوکا٬ ایدالگو,პაჩუკა,パチューカ,帕丘卡,파추카",20.11697,-98.73329,P,PPLA,MX,,13,048,,,256584,,2393,America/Mexico_City,2018-11-03,-360,4,pachuca-de-soto-mx,"POLYGON((-98.97245890890464 19.89174477477477, -98.49412109109535 19.89174477477477, -98.49412109109535 20.342195225225225, -98.97245890890464 20.342195225225225, -98.97245890890464 19.89174477477477))"
2642465,Milton Keynes,Milton Keynes,"KYN,MK,Middeltūn þǣra de Cahaignes,Milton Keinsas,Milton Keynes,Milton Kins,Milton-Kins,Milton-Kinz,mi er dun kai en si,mil tan khiy ns,milteonkeinseu,myltwn kynz,Милтон-Кинс,Мілтон-Кінз,Միլթոն-Քինս,ميلتون كينز,میلتون کینز,มิลตัน คีย์นส์,ミルトン・キーンズ,米尔顿凯恩斯,밀턴케인스",52.04172,-0.75583,P,PPLA2,GB,,ENG,I6,00MG041,,256385,,114,Europe/London,2023-12-06,60,4,milton-keynes-gb,"POLYGON((-1.120945184521086 51.816494774774775, -0.390714815478914 51.816494774774775, -0.390714815478914 52.26694522522522, -1.120945184521086 52.26694522522522, -1.120945184521086 51.816494774774775))"
3461311,Indaiatuba,Indaiatuba,"Indaiatuba,Indajatuba,inda'iyatuba,yin da ya tu ba,Индаятуба,ইন্ডাইয়াটুবা,因达亚图巴",-23.08842,-47.2119,P,PPLA2,BR,,27,3520509,,,256223,,630,America/Sao_Paulo,2023-02-21,-180,4,indaiatuba-br,"POLYGON((-47.45603262846408 -23.313645225225226, -46.96776737153592 -23.313645225225226, -46.96776737153592 -22.863194774774772, -47.45603262846408 -22.863194774774772, -47.45603262846408 -23.313645225225226))"
4705349,Laredo,Laredo,"LRD,Laredo,Laredum,Villa de San Augustine de Laredo,la lei duo,larydw,larydw  tgzas,leoleido,raredo,Ларедо,לארדו,لاريدو,لاریدو، تگزاس,لاریڈو، ٹیکساس,لریڈو,ラレド,拉雷多,러레이도",27.50641,-99.50754,P,PPLA2,US,,TX,479,,,255473,126.0,132,America/Chicago,2017-03-09,-300,4,laredo-us,"POLYGON((-99.76073969795767 27.281184774774772, -99.25434030204234 27.281184774774772, -99.25434030204234 27.731635225225226, -99.76073969795767 27.731635225225226, -99.76073969795767 27.281184774774772))"
3522507,Oaxaca,Oaxaca,"Byen Oaxaca,Guaxaca,Huaxyacac Juarez,Huaxyacac Juárez,Lungsod ng Oaxaca,Ndua,OAX,Oachaka,Oachaka nte Chouares,Oahaka,Oakhaka,Oakhaka de Khuares,Oakhaka-de-Khuares,Oakhakae-de-Khuares,Oaksaka de Khuarez,Oaxaca,Oaxaca City,Oaxaca by,Oaxaca de Juarez,Oaxaca de Juárez,Oaxaka de Juarez,Oaxaka de Juárez,Oaxaka de Xuares,Santa Maria,awakhaka d khwarz,awkhaka,oagsaka,oahaka,vahaka de ju'ereza,vahaka de khu'arisa,vasaka de hu'arejha,wa ha ka,wa ha ka shi,Οαχάκα ντε Χουάρες,Оаксака де Хуарез,Оахакæ-де-Хуарес,Оахака,Оахака де Хуарес,Оахака-де-Хуарес,Օախակա դե Խուարես,אואחאקה,أوخاكا,اوآخاکا د خوارز,اوکساکا سٹی,ܘܐܟܐܩܐ ܕܝ ܟܘܐܪܝܣ,वाशाका दे हुआरेझ,वाहाका डे जुएरेज़,ਵਾਹਾਕਾ ਦੇ ਖ਼ੁਆਰਿਸ,วาฮากา,གའཀགྲོང་།,ოახაკა-დე-ხუარესი,ወሓካ ዴ ዋሬዝ,オアハカ,瓦哈卡市,오악사카",17.06542,-96.72365,P,PPLA,MX,,20,067,,,255029,,1567,America/Mexico_City,2018-11-03,-360,4,oaxaca-mx,"POLYGON((-96.958571307428 16.840194774774773, -96.48872869257201 16.840194774774773, -96.48872869257201 17.290645225225227, -96.958571307428 17.290645225225227, -96.958571307428 16.840194774774773))"
3456068,Novo Hamburgo,Novo Hamburgo,"Novo Amburgo,Novo Hamburg,Novo Hamburgo,Novu-Amburgu,Potiguara,QHV,nobho hamaburgo,nobuambuleugu,nowu xam bur ku,xin han bao,Ново Амбурго,Нову-Амбургу,নোভো হামবুর্গো,โนวูอัมบูร์กู,ノヴォ・アンブルゴ,新漢堡,노부암부르구",-29.67833,-51.13056,P,PPL,BR,,23,4313409,,,253841,,56,America/Sao_Paulo,2012-08-03,-180,4,novo-hamburgo-br,"POLYGON((-51.389046330076226 -29.903555225225226, -50.87207366992378 -29.903555225225226, -50.87207366992378 -29.453104774774772, -51.389046330076226 -29.453104774774772, -51.389046330076226 -29.903555225225226))"
6544493,Carabanchel,Carabanchel,"Carabanchel distritu,Distrito Carabanchel,Karabancelo,Karabanĉelo,karabancheru,karabantshyl,كارابانتشيل,カラバンチェル",40.39094,-3.7242,P,PPLX,ES,,29,M,28079,11,253678,,622,Europe/Madrid,2017-05-26,120,4,carabanchel-es,"POLYGON((-4.019060515236165 40.16571477477478, -3.429339484763835 40.16571477477478, -3.429339484763835 40.616165225225224, -4.019060515236165 40.616165225225224, -4.019060515236165 40.16571477477478))"
3465284,Cotia,Cotia,Cutia,-23.60389,-46.91917,P,PPLA2,BR,,27,3513009,,,253608,,801,America/Sao_Paulo,2023-02-21,-180,4,cotia-br,"POLYGON((-47.164252486020175 -23.829115225225227, -46.67408751397983 -23.829115225225227, -46.67408751397983 -23.378664774774773, -47.164252486020175 -23.378664774774773, -47.164252486020175 -23.829115225225227))"
683844,Braşov,Brasov,"Brashov,Brasov,Brasso,Brassó,Braszow,Braszów,Brazov,Braşov,Brašov,Brașov,Kronstadt,Kronstant,Kruhnen,Orasu Stalin,Orasul Stalin,Oraşu Stalin,Oraşul Stalin,XHV,beulasyobeu,brswb,burashofu,Брашов,ברשוב,ブラショフ,브라쇼브",45.64861,25.60613,P,PPLA,RO,,09,40198,,,253200,,573,Europe/Bucharest,2022-09-04,180,4,brasov-ro,"POLYGON((25.284871766080748 45.423384774774775, 25.927388233919253 45.423384774774775, 25.927388233919253 45.87383522522522, 25.284871766080748 45.87383522522522, 25.284871766080748 45.423384774774775))"
3444914,Vitória da Conquista,Vitoria da Conquista,"Conquista,VDC,Vitoria da Conquista,Vitorija da Konkista,Vitorija-da-Konkista,Vitória da Conquista,bhitoriya da konaku'ista,wei duo li ya-da kong ji si ta,Витория-да-Конкиста,Виторија да Конкиста,ভিটোরিয়া ডা কোনকুইস্টা,ვიტორია-და-კონკისტა,ヴィトリア・ダ・コンキスタ,维多利亚-达孔基斯塔",-14.86611,-40.83944,P,PPL,BR,,05,2933307,,,253137,,876,America/Bahia,2012-08-03,-180,4,vitoria-da-conquista-br,"POLYGON((-41.07179518600524 -15.091335225225226, -40.60708481399477 -15.091335225225226, -40.60708481399477 -14.640884774774776, -41.07179518600524 -14.640884774774776, -41.07179518600524 -15.091335225225226))"
3870282,Talcahuano,Talcahuano,"Tal'kauana,Tal'kauano,Talcahuano,Talkahuanas,Talkauano,Talkavano,Talkawanu,ta er ka wa nuo,tal kaxaw no,talkahwanw,talkauano,tarukawano,Талкауано,Талькауана,Талькауано,טאלקאוואנא,تالكاهوانو,تالکاهوانو,ตัลกาอัวโน,タルカワノ,塔爾卡瓦諾,탈카우아노",-36.72494,-73.11684,P,PPL,CL,,06,81,08110,,252968,,15,America/Santiago,2019-09-05,-240,4,talcahuano-cl,"POLYGON((-73.39703147863169 -36.95016522522522, -72.8366485213683 -36.95016522522522, -72.8366485213683 -36.49971477477477, -73.39703147863169 -36.49971477477477, -73.39703147863169 -36.95016522522522))"
3633622,Los Teques,Los Teques,"Los Tekes,Los Tekesas,Los Teques,Los-Tekes,loseutekeseu,luo si te ke si,lws tykys,Λος Τέκες,Лос Текес,Лос-Текес,لوس تیکیس,ლოს-ტეკესი,ロス・テケス,洛斯特克斯,로스테케스",10.34447,-67.04325,P,PPLA,VE,,15,1510,,,252242,,1185,America/Caracas,2023-02-25,-240,4,los-teques-ve,"POLYGON((-67.27153840149995 10.119244774774774, -66.81496159850005 10.119244774774774, -66.81496159850005 10.569695225225225, -67.27153840149995 10.569695225225225, -67.27153840149995 10.119244774774774))"
3835869,Santiago del Estero,Santiago del Estero,"Ciudad de Santiago del Estero,Provincia de Santiago del Estero,Província de Santiago del Estero,SDE,Sanctus Iacobus ad Uligines,Sant'jago-del'-Ehstero,Sant'jago-del'-Estero,Santiago del Estero,Santijago del Estero,Santjaga-dehl'-Ehstehra,Santjago del Esteras,Santjago del Estero,saintiyago dela estro,san teiy ko del xe s te ro,san tyagw dyl astyrw,santiagodel-eseutelo,santyaghw dyl astyrw,santyagw dl astrw,sheng de ya ge-de er ai si te luo,Сантијаго дел Естеро,Сантьяго-дель-Естеро,Сантьяго-дель-Эстеро,Сантяга-дэль-Эстэра,Сантяго дел Естеро,Սանտիագո դել Էստերո,סנטיאגו דל אסטרו,سان تیاگو دیل استیرو,سانتياغو ديل استيرو,سانتیاگو دل استرو,सैन्टियागो डेल एस्त्रो,ซานเตียโกเดลเอสเตโร,სანტიაგო-დელ-ესტერო,サンティアゴ・デル・エステロ,圣地亚哥-德尔埃斯特罗,산티아고델에스테로",-27.80047,-64.26285,P,PPLA,AR,,22,86049,,,252192,,176,America/Argentina/Cordoba,2025-04-15,-180,4,santiago-del-estero-ar,"POLYGON((-64.51673152282898 -28.025695225225228, -64.00896847717102 -28.025695225225228, -64.00896847717102 -27.575244774774774, -64.51673152282898 -27.575244774774774, -64.51673152282898 -28.025695225225228))"
3470353,Barueri,Barueri,"Baruehri,Barueri,Tambore,Tamboré,ba lu ai li,barueri,baruyeri,Баруери,Баруері,Баруэри,বারুয়েরি,バルエリ,巴魯埃里",-23.51056,-46.87611,P,PPL,BR,,27,3505708,,,251994,,729,America/Sao_Paulo,2012-08-03,-180,4,barueri-br,"POLYGON((-47.121018488208755 -23.73578522522523, -46.63120151179124 -23.73578522522523, -46.63120151179124 -23.285334774774775, -47.121018488208755 -23.285334774774775, -47.121018488208755 -23.73578522522523))"
325303,Afyonkarahisar,Afyonkarahisar,"AFY,Acroenus,Acroënus,Af'on-Karakhisar,Af'onkarakhisar,Afion,Afion Karachisar,Afion Karahissar,Afion-Karahisar,Afionkarakhisar,Afioun-Kara-Hissar,Afium Kara Hissar,Afium Karahisar,Afiun Karahissar,Afiun Qarahisar,Afiun-Carahissar,Afjon,Afjonkarahisara,Afjonkarahisaras,Afyon,Afyoncarahisar,Afyonkara Hisar,Afyonkarahisar,Afıon Karahissar,Kara Hissar Sahib,Karahisarisahip,Karahısarısahıp,a fei yong ka la xi sa er,afiyonkarahisaru,afywn qrh hsar,apionkalahisaleu,Αφιόν Καραχισάρ,Афионкарахисар,АфйонкъарахӀисар,Афьон-Карахисар,Афьон-Карахісар,Афьонкарахисар,Афён,Աֆիոն-Կարահիսար,أفيون قره حصار,ئافيون قاراھىسار,افیون قره‌حصار,افیون قرہ حصار,افیون‌ قره حصاری,قره ‌حصار ساحب,აფიონ-ყარაჰისარი,アフィヨンカラヒサール,阿菲永卡拉希萨尔,아피온카라히사르",38.75667,30.54333,P,PPLA,TR,,03,,,,251799,,1019,Europe/Istanbul,2023-04-23,180,4,afyonkarahisar-tr,"POLYGON((30.255340195381365 38.531444774774776, 30.831319804618637 38.531444774774776, 30.831319804618637 38.98189522522522, 30.255340195381365 38.98189522522522, 30.255340195381365 38.531444774774776))"
3928245,Santiago de Surco,Santiago de Surco,"Santiago de Surco,Surco",-12.13588,-77.00742,P,PPLX,PE,,15,1501,150140,,251648,,92,America/Lima,2016-01-07,-300,4,santiago-de-surco-pe,"POLYGON((-77.23713143618563 -12.361105225225225, -76.77770856381436 -12.361105225225225, -76.77770856381436 -11.910654774774775, -77.23713143618563 -11.910654774774775, -77.23713143618563 -12.361105225225225))"
3462315,Governador Valadares,Governador Valadares,"Figueira,GVR,Gov. Valadares,Governador Valadares,Governador Valadaresas,Governador Valadaris,Governador-Valadares,Governador-Valadaris,Valadares,gobeleunadoleuballadaleseu,gobhernador bhaladaresa,ko wer na dor wa la da ris,wa la da li si zhou zhang shi,Говернадор Валадарес,Говернадор Валадарис,Говернадор-Валадарес,Говернадор-Валадарис,Գովերնադոր Վալադարիս,গোভের্নাডোর্ ভালাডারেস,โกเวร์นาโดร์วาลาดาริส,ゴベルナドール・バラダレス,瓦拉達里斯州長市,고베르나도르발라다레스",-18.85111,-41.94944,P,PPL,BR,,15,3127701,,,250878,,169,America/Sao_Paulo,2012-08-03,-180,4,governador-valadares-br,"POLYGON((-42.18674658424386 -19.076335225225225, -41.71213341575614 -19.076335225225225, -41.71213341575614 -18.62588477477477, -42.18674658424386 -18.62588477477477, -42.18674658424386 -19.076335225225225))"
665087,Timişoara,Timisoara,"Freidorf,Josefvarosa,Josephs-Stadt,Jozsefvaros,Jósefvárosa,Józsefváros,Kendetelep,Szabadfalu,TSR,Temeschburg,Temeschwar,Temesvar,Temesvarinum,Temesvár,Temeswar,Temeşvar,Temešvár,Temishvar,Temisoara,Temisvar,Temişoara,Temišvar,Timishoara,Timisoara,Timisvar,Timişoara,Timišoara,Timišvár,Timișoara,timishoara,timisyoala,tmshwar,tymyshwara,Темишвар,Тимишоара,טימישוארה,تيميشوارا,طمشوار,ティミショアラ,티미쇼아라",45.75372,21.22571,P,PPLA,RO,,36,155243,,,250849,,96,Europe/Bucharest,2025-04-19,180,4,timisoara-ro,"POLYGON((20.90384724039973 45.52849477477478, 21.547572759600268 45.52849477477478, 21.547572759600268 45.978945225225225, 20.90384724039973 45.978945225225225, 20.90384724039973 45.52849477477478))"
3537906,Santa Clara,Santa Clara,"SNU,Santa Clara,Santa Klara,Santa-Klara,Santa-Klaro,santa klara,santa klara  kywba,santakeullala,sheng ke la la,snth qlrh,Σάντα Κλάρα,Санта Клара,Санта-Клара,סנטה קלרה,سانتا كلارا,سانتا کلارا,سانتا کلارا، کیوبا,სანტა-კლარა,サンタ・クララ,圣克拉拉,산타클라라",22.40694,-79.96472,P,PPLA,CU,,16,2609,,,250512,,126,America/Havana,2023-05-19,-240,4,santa-clara-cu,"POLYGON((-80.207638145466 22.181714774774772, -79.721801854534 22.181714774774772, -79.721801854534 22.632165225225226, -80.207638145466 22.632165225225226, -80.207638145466 22.181714774774772))"
2911296,Altona,Altona,"Al'tona,Altno,Altona,Arrondissement dAltona,Bezirk Altona,Distretto di Altona,Districte dAltona,Hamburg-Altona,Hamburgo-Altona,a er tuo na qu,altwna  hambwrg,hanburuku=arutona,Алтона,Альтона,אלטונה,التونا، هامبورگ,ハンブルク＝アルトナ,阿尔托纳区",53.55,9.93333,P,PPLX,DE,,04,00,02000,02000000,250192,,34,Europe/Berlin,2017-09-19,120,4,altona-de,"POLYGON((9.555329946188099 53.324774774774774, 10.3113300538119 53.324774774774774, 10.3113300538119 53.77522522522522, 9.555329946188099 53.77522522522522, 9.555329946188099 53.324774774774774))"
4000900,La Paz,La Paz,"LAP,La Paz,La-Pas,Paz,Ла-Пас",24.14231,-110.31316,P,PPLA,MX,,03,003,,,250141,,33,America/Mazatlan,2022-09-26,-420,4,la-paz-mx,"POLYGON((-110.55926391305444 23.91708477477477, -110.06705608694556 23.91708477477477, -110.06705608694556 24.367535225225225, -110.55926391305444 24.367535225225225, -110.55926391305444 23.91708477477477))"
3452465,Praia Grande,Praia Grande,"Praja Grande,Praja-Grandi,Prajja-Grandi,da pu la ya,pra'iya grande,Прайя-Гранди,Прая-Гранди,Прая-Гранді,Праја Гранде,প্রাইয়া গ্রান্ডে,大普拉亚",-24.00583,-46.40278,P,PPL,BR,,27,3541000,,,250027,,11,America/Sao_Paulo,2012-08-03,-180,4,praia-grande-br,"POLYGON((-46.64862213909601 -24.231055225225226, -46.15693786090399 -24.231055225225226, -46.15693786090399 -23.780604774774773, -46.64862213909601 -23.780604774774773, -46.64862213909601 -24.231055225225226))"
